"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
2.76499661689935,2.52578376508022,2.41636720636262,2.49423443549292,2.6953272273324,2.7777211450663,2.44984626392298,2.74286525295602,2.77295105184942,2.37308445342019,2.54245103128709,2.45293931049409,1.98705644335813,2.16797693894112,1.80867761404081,2.2941047485746,2.15722459876352,2.47025525766964,2.44741848385667,2.22698535235865,2.1415422593649,2.09947540348741,2.03851154212336,2.2090102005956
1.95960817745387,2.30705635087746,1.95928457290836,1.84712771659011,2.08587618177428,2.13956091956761,2.24849460355791,2.46974324192694,2.24974377492496,2.32507049756796,2.31414803774933,1.83975964197888,2.69892198939317,2.91580853554154,2.52121899061604,2.597517158771,2.80870457777477,2.30376065134361,2.45601777030545,2.70914179350789,2.11651881188563,2.53160327060005,2.88591952216544,2.60542698578283
3.34410176010312,2.53719267452601,3.14557755663329,3.29771789427437,3.09770554751926,3.2459819017916,3.48073978624552,2.66203129550925,2.98270699751211,3.25007587531974,3.06224344199146,3.28389026744291,3.48662314215084,3.33414113831077,2.86191717815445,3.3301157490529,2.61920738362469,2.77856119258555,3.13614470080358,2.8897159985616,2.96817151485297,3.19994712444973,2.63990321979452,2.77346657088137
1.95821342570731,2.47423259988658,1.9689735772452,2.39120624956697,2.04469159358349,2.18136590007193,1.7803575951209,1.70667425151679,1.90519002010446,1.61487878304942,1.57004870241127,1.4580234967034,2.12577527606511,2.03060851883849,2.03254662059195,1.94384041134312,1.66384649903506,1.92233305444769,1.75296228497148,1.70291032389283,1.49999393963102,1.56748889518373,1.38062919293904,1.38593562907052
2.07204128127947,1.9237268139739,1.90551799878337,2.12382837548332,1.86504141944911,1.82579869601116,1.89489148456954,1.69943376350217,1.74330259756691,1.55621519620737,1.44277721217118,1.43494330404868,1.446650923757,1.43987126524312,1.34948037805788,1.69113428398706,1.41578263861215,1.75399249903715,1.85945468551664,1.36384400037176,1.5172903467102,1.3676453677447,1.01042565939973,0.928962104658398
1.88536488425881,1.76382019919253,2.28398459266504,2.31088695721096,2.32878077601162,2.46215050026278,1.9113887101671,2.20975100634893,2.50340934934096,1.98825279974275,1.97544292750122,2.34443610984831,1.98717042711458,2.19625345460892,2.75437614880764,1.78548280412186,2.0900469924389,2.19269434564091,1.62228827235856,1.67435605315044,1.68190891309404,2.33034251265198,2.0811129526713,2.51304726222827
2.73685429168127,2.13024656180875,2.39876334129001,2.80674675070579,2.4538744553643,2.48662279530423,2.90996639606315,2.49847818069468,2.53572655533868,2.33625014895572,1.96438321124464,2.16022455557286,2.8199683655806,2.32175500983065,2.08553976057621,2.44256794825464,2.14521610580694,1.9243729461555,2.42739702062813,2.23601734289844,2.03716188199207,1.94540486458902,2.07948954376022,1.62144761907089
2.16155900470369,2.70235239914655,2.63083610768104,2.54848072833247,2.4173700812436,2.73947319147527,2.1824957209094,1.70914512582996,1.93335388769315,1.94319586109598,2.52839607505586,2.67318766968633,1.72647450228848,1.73656158312141,1.85852816957318,1.96929447136491,1.94956941720373,2.07659903682999,2.41526949759292,1.94486401029838,2.3490309545311,2.09068254349572,1.62720060899734,1.87191520978102
2.12317188463294,1.89433346988922,2.12087311436713,2.20917728368434,1.65919873536535,1.90490541224805,2.14170739014648,1.72170700780514,2.07913288663144,2.39573279258968,2.00033027086232,2.59419992337079,2.69167418220998,2.47614268532106,2.19135194741056,2.35369557059483,1.75641887938355,2.53921439604911,2.6095843650538,2.12714216138377,2.2949801012326,2.24879757112953,1.60816720782687,2.04598178939355
2.85466913252102,2.69327645685751,3.19048501058418,2.37977743727867,2.61253784324944,2.93429657181699,2.71303825524926,2.67612040334051,2.86040698509845,2.68656742435681,2.72782103689193,3.03079224102044,2.61441136323969,2.50747595285075,2.77047783864568,2.65369879268087,2.51902089959007,2.82986515474831,2.81825173264405,2.04865465457141,2.79279723987959,2.59307779215913,2.14495535887379,2.9200736849125
1.77610987043046,1.95495492140964,2.29325736783251,1.78518295177899,1.83655701164683,1.72474880812093,1.50671541559698,1.91407020045226,2.27454975622935,1.64818302720248,1.76066807672205,2.14712464376139,1.81868760453882,1.58774235706281,2.13177361511526,1.43768885307716,1.73472149365588,1.56183591464758,1.45383337827574,1.27877275111694,1.4156880329637,1.67219706962817,1.08655615963471,1.51701627682589
2.55924537690189,2.48176636539791,3.12505797163857,2.5757997898173,2.21224447636702,2.9696730375079,2.72050735265441,2.70269064075354,3.09627872404475,2.49947448076473,2.37814142329867,2.94071022519257,2.97841500604409,3.12819386000964,3.27365887087847,2.99011220095992,2.91281801097883,3.25608255977714,2.78797634155836,2.70361360295454,3.27963351194148,2.76123600965827,2.45679477452064,3.29013907705921
2.0766024200624,2.12562405516053,2.34096496221364,2.42873058697424,2.0075966188261,2.49397161978225,2.44661014667391,1.72705088366146,1.95617896617928,2.19157511614978,1.86368682755943,2.02754534820033,2.0722559086871,2.19045660248606,1.84995103086262,2.22681868133973,1.86968530167841,2.09214205051128,2.65025814978837,2.12644582377032,2.47549309458023,2.30837046059959,1.67679329717226,1.91026554561953
1.76909980881509,2.23295049633846,1.6217842618275,2.20540282004252,2.03888067772879,2.07519218428007,2.07432941556189,2.12108459024341,1.93034210354096,2.01713465760227,1.84677793835402,2.21577005390187,1.99896655584933,1.68566443490492,1.67575723395101,2.34419462658063,2.29709370744103,1.76728371408798,2.15013287992706,2.3800981173683,2.12924722250963,1.61687992081488,1.83688189807111,1.75716094000702
2.47857063729052,2.36012055626067,2.84583887351475,2.48264747442934,2.61590273703656,2.52318141122935,2.56444181123865,2.86885310365839,2.8183457638349,2.55998566727952,2.90753752754786,3.04065460542929,2.57671361716343,2.53099203559885,2.73904181010632,2.34368999465192,2.37674854453125,2.64878213713635,2.61639784921414,2.38484880586788,2.73993816849603,2.02542581974025,2.32815663552926,2.6231553174612
2.22626754169255,2.10009884496314,2.40322411996049,2.37035230810516,2.44633001313516,2.35444461523811,2.27214533681701,2.43470240377555,2.35178530702235,2.43402351586177,2.24064040702222,2.38081634076758,1.79587658119544,1.75766938689127,1.7959878289437,1.62131272108642,1.73122624100676,1.53272102430429,1.7924234446067,1.68095380494489,1.7047072817911,1.32621753317389,1.39632622894021,1.2865004308609
1.80657412064566,1.85363114350217,1.95194341835672,1.77129076594965,1.62253440938811,1.68804402527846,2.02764789312415,2.23803474908138,2.0175597639801,1.98783176066524,1.93861782008089,1.91429964711163,1.870937173518,1.44656915115543,2.22427331993731,1.76214837221132,1.80721761095468,2.05160451721707,1.96168466956706,1.82128772668898,2.05648991408033,2.38675385762694,2.02454788306012,2.14077314743063
0.971362590350084,1.28604423275178,0.923366375014414,1.55628441332834,1.19064885715721,1.18964970105051,1.18189825284683,1.14475867048445,0.985143835781079,1.28242804723506,1.36932210018823,1.15849900107537,1.3242099964892,1.29165520017838,1.16885270135288,0.911104565034653,1.35611341709744,1.25131021810593,1.0911023938582,1.90404711538832,1.78119903922477,0.852525951980539,1.30712840584277,1.35423622189866
1.50908590798299,1.79998001990839,1.69566705140626,1.93460633950242,1.91322745697121,1.40165844076579,1.95181000547075,2.18859483803185,1.85541966089348,1.61630334624886,1.53917161667801,1.819786568763,2.02067753827299,2.42300412909269,2.2735822083197,1.37690539860914,1.1768577085645,1.58936963114986,1.24116865753965,1.60974635682841,1.22965634211006,1.06126580497636,1.19031245318805,1.40321267690722
2.76224084541436,2.27074079373958,2.44601595883025,2.84017371339284,2.52018245084599,2.9387956549617,2.44322147563805,2.04946523030745,2.76963234002228,2.1280698148675,1.61540214811148,2.47457966266241,2.41189084635549,2.19509552754191,2.71253534891144,2.83105229717337,2.62015172819505,3.18050069525821,2.4206905617607,2.20726193331377,2.17524021459581,2.39724256215706,2.38289186106706,2.34449232106296
2.50982609585888,1.91353609203592,2.52175886498315,2.22282085307604,2.23867359380383,2.02858596880123,1.94065848748011,1.88037851303899,1.61430166668983,1.52967935900359,1.96545001928828,1.77562728964775,1.90526748837158,1.94815749796231,1.51881268613643,1.4230348546945,1.08161754253076,1.26058172873499,1.29040905340431,1.16324956576069,1.56091833343989,1.53131265632572,1.18202943252568,1.0641042202408
3.27019310750621,3.46599193502576,3.56814349739467,2.25157587208156,2.34111387273086,2.4040456226466,2.81311442130461,2.75098117311671,2.61642315330817,2.95039115098849,2.69780586458892,2.77076182634128,2.45895538614046,1.96491998171331,2.29418636955699,2.62671151306816,2.92738595591678,2.80847351622781,2.91206360875043,3.31104420085868,3.61890892056424,2.65513339863799,2.56240774176905,2.97823719177964
1.91444522929082,1.82037921671571,1.70146089847767,1.75183122840977,1.43931475556865,1.19783043493995,1.72323561274066,1.44431967085116,1.17415295387257,1.74589144007841,1.26942355165754,1.569325660221,1.75413290106057,1.7746895409789,1.50009595840565,1.62579264194918,1.15428488925597,1.31659214083418,1.45986867302352,1.2119596949575,0.886730065604376,1.46610436901169,1.24039669488363,0.909773668726841
1.82504729246746,2.03337647301875,2.52628436634205,2.36380833104904,2.41109729523545,2.49832616894737,2.28894739247045,2.23005456651506,2.77204359624698,2.03456673798877,2.12729813004865,2.14049483407036,1.96255797276298,1.87664889493054,2.45440662786605,2.23400157656109,2.18043796765967,2.35539611894768,2.08880734530343,1.86941376187228,2.12412767067577,1.63211557950428,1.91790671521695,1.98865869070816
3.00901602891949,3.12926137786479,3.06478187823506,2.92503692266566,3.35209257358223,2.8341457045195,2.90341157187732,3.01852886326924,3.39690981515464,3.10829015990099,3.18875013140924,3.09335325302327,3.1176388789678,3.02300317210305,3.1013455874793,2.66308410607311,2.80251338122298,2.8970348854398,2.62302837713387,2.84792329371325,2.53827213324439,2.61035518437746,2.94437277571619,2.56283549812637
1.76099680334078,1.57748893084569,2.11239111580301,1.75929733328502,1.93491398704545,1.95040118325542,1.91577746042543,2.05024470259649,1.91475944910622,1.93765159250375,1.8433948780793,1.90821847732076,2.56137211570853,1.91921013289217,2.68762713601555,2.2150023239861,2.55890880360888,2.11275457571799,2.24286777187047,1.72726229574323,1.89816882876333,2.12252015378903,2.34358376733261,2.32212173857325
2.29186493155214,2.32606713658546,2.26594625627849,2.07574809720592,2.16148281976627,1.95184314710317,1.79363833736667,2.20747214947675,1.85080851917856,1.99240353784394,2.0765623345552,1.80725482599458,1.73048877294181,1.65759713477176,1.92555891369098,1.66837454088296,1.4940461438472,1.48010798997142,1.57514269689106,1.76544769501958,1.3461385824069,1.55233074383328,1.6051461463221,1.96119026307711
