"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
0.86498,0.58305,1.68271,2.82424,1.20494,-0.27972,3.39174,-0.15136,0.27431,-1.93985,-0.81203,0.48309
0.22519,0.56806,0.24589,-1.49952,-1.01355,-0.56564,1.52503,-0.40447,1.93424,0.44743,1.45228,2.04111
-1.42601,-0.91942,-0.66195,0.28705,0.20761,-1.76228,3.91584,-1.30532,-1.61993,0.87867,-1.49567,-2.61559
-0.98654,0.07321,0.41633,-0.09531,0.58947,0.48775,1.76896,2.76815,2.23764,1.70294,0.79221,1.77751
-1.54031,-1.50954,-1.56733,-2.61875,-0.17332,-2.23764,-2.90256,-1.44994,-1.56382,-1.47673,-1.35501,-1.69457
0.98916,-0.30415,-0.28365,0.45706,0.30491,-1.05714,-1.32807,-0.23547,-0.24503,-0.36857,1.66247,0.96802
-0.99699,0.45428,0.43003,-1.17208,-1.82956,-0.60975,-3.15337,-2.72408,-2.26792,0.09181,1.40791,-2.52736
0.63034,0.40341,0.63997,1.49972,1.05021,1.18418,1.10914,2.20036,-0.0473,1.70079,-0.84358,1.20467
-1.23214,0.37721,2.10356,1.34179,-2.98794,0.28291,0.13543,-3.41579,-1.38307,0.47234,-1.55287,0.08251
-0.74889,0.17218,-1.00212,-1.03387,1.6459,-0.42499,-0.26141,0.01784,-1.40222,-1.35613,-0.63944,-0.55514
-0.7229,-0.93933,-1.68045,-2.23271,-0.00221,0.96543,-0.85695,-1.26613,1.08734,0.96645,1.09402,-0.75761
-2.21675,0.00543,-2.44257,-2.39796,-0.89236,-2.7495,0.53887,-1.388,0.14945,1.80557,1.36843,1.28035
0.6865,0.93017,1.00914,0.77901,-1.20725,-0.57483,0.99652,1.57453,-0.45569,2.15187,0.75396,1.75323
2.15322,-0.33008,0.81704,1.99141,2.45047,0.96235,2.43321,2.57217,-0.1417,-0.33351,1.13654,-0.39093
0.2012,-1.82262,0.30744,-2.11836,-2.21635,1.30303,-0.21258,-2.34269,-1.58279,-0.6786,-0.07455,0.84269
-2.74018,-1.06646,-0.61246,-2.11974,-1.12562,0.38362,-0.00992,-1.30571,0.73055,0.09907,-0.19069,0.99767
2.77713,0.81786,1.42523,2.26244,1.59152,1.73596,0.78164,3.05311,2.99919,1.76018,3.29668,1.56607
-0.31294,-0.74297,-2.9569,-1.66692,-0.95124,-1.61888,-1.00201,-3.48364,1.12304,0.52223,2.71228,0.17094
-0.97402,-0.67485,-2.36465,-0.20751,-0.22934,-0.08782,0.07628,-0.89976,-0.4706,-0.06997,0.12333,-1.23236
-0.72004,0.05844,0.48393,0.16221,0.05485,1.32278,-1.15317,0.15271,-0.70308,0.03837,-2.55793,-0.34097
-1.1782,0.39039,0.46987,-0.42884,-0.68233,-0.59797,-1.25829,-0.22006,-1.06678,-0.25663,0.42748,1.14029
0.48816,-0.52302,2.52152,1.35952,0.3874,-0.01807,1.05994,0.19847,0.77391,-1.47611,-0.68303,-0.51806
0.74363,2.77223,2.5025,3.5425,0.02761,0.22837,-1.86698,0.54735,2.24313,3.38053,1.69533,1.23978
-1.36575,0.89013,-0.96209,0.92357,-0.39153,0.73497,-2.09076,-1.32599,-0.86477,-1.05379,-0.19875,-1.23527
1.15203,2.87018,1.35584,1.95013,0.75777,-0.11215,1.6422,1.44251,0.96307,0.49524,1.44014,0.2339
1.43233,0.88266,0.52169,1.26922,-1.39538,1.74318,0.24244,0.72569,-1.17247,0.34007,1.22933,-1.54751
-1.44798,-1.67206,-0.25842,-2.77547,-0.67715,-1.7558,0.24368,-1.47422,-2.42825,-2.60777,-0.92595,-2.05027
0.47368,-0.02338,1.71639,1.46594,0.98241,2.02677,-1.79297,0.62965,1.51749,0.33144,0.61406,2.03753
-0.57284,1.56291,-1.70121,0.75073,-0.12246,1.93204,2.78447,1.76648,2.03648,-1.03753,2.46212,-1.09556
0.9345,0.68291,0.676,-0.63139,1.18618,0.89912,1.09161,-0.79733,0.35054,-0.21349,0.00667,-1.81282
0.69126,-0.17811,0.72067,0.22467,1.5933,-1.31349,-1.25685,1.07382,-1.06335,-2.22541,-0.04637,-2.86597
0.29889,1.10965,1.33673,2.03021,1.95037,2.17422,2.20639,2.20298,0.12776,0.41911,1.60396,0.18376
1.57536,-1.38707,-0.70783,-1.05547,-0.33735,0.69656,0.00304,0.59974,-1.22802,-0.02243,-0.14281,-0.50945
-0.40838,-0.46949,-2.12711,0.45138,-2.2362,1.40565,-2.45417,-2.75835,-0.7139,-0.81148,-0.10592,-1.60243
0.02121,2.18816,1.9693,0.44961,1.64326,-0.82425,1.52672,3.18402,-0.715,1.79598,0.85711,-0.3558
-0.45973,0.59973,1.07736,0.55498,-0.48252,-1.10399,-2.19558,1.01847,0.2805,-0.39202,-0.0823,-0.90249
-0.23944,0.92578,0.19988,0.38815,-0.84468,-0.27136,-1.91949,-2.3282,-0.29871,1.39167,1.31636,0.35921
1.0953,0.42612,0.10414,-0.53656,-1.90511,-1.16604,-0.91363,0.76189,0.91798,-2.32465,-0.80078,0.42736
-0.26916,-0.55344,-1.17034,-2.5483,-0.52769,-0.80394,0.46154,-1.28468,1.12977,0.75673,-0.5255,1.06497
0.72143,0.08149,1.79484,0.70469,0.09761,2.22118,0.85026,0.09108,1.89865,0.73142,-0.59658,2.02976
1.39663,1.93129,1.46049,-0.61921,-0.88439,0.46511,0.10123,1.10063,0.46829,1.15004,-0.17725,0.27203
0.93443,-0.56791,1.0981,0.74729,1.0434,-1.22496,1.84318,0.4502,0.9648,0.54595,0.97634,1.66716
-0.41781,0.86006,0.21759,-0.19902,0.28994,0.74781,1.14792,0.5798,-1.81066,-1.8761,-1.90289,-1.19822
-0.89491,-0.76608,-1.26179,-2.71835,-3.35639,-0.5714,-3.31637,-1.33628,0.08907,-0.96471,-0.30158,-1.45785
0.16682,-0.70678,-1.75961,-2.22877,-1.60974,-0.92334,-4.1963,0.56154,-0.08464,-0.80439,0.2976,0.87508
1.7159,-1.4338,-0.71899,-0.39938,0.88009,1.9637,0.48679,-0.15328,0.47611,2.04437,1.18565,-0.86249
0.21799,1.5791,-1.79578,-1.27012,0.45156,-0.53557,0.17286,-0.43552,0.80585,-1.97797,-0.79123,-1.74293
2.31223,1.72217,0.41384,0.67777,0.65785,0.47698,0.48807,2.30737,-3.82809,-1.48532,-0.74371,-2.22074
-0.44398,1.15411,0.46866,1.86804,0.46706,1.36408,3.67951,0.08714,0.90056,0.71657,1.24975,1.63845
-1.51777,-0.09294,-1.26594,-2.61562,0.86408,-0.65269,-1.32531,-1.44995,-1.67348,-1.56747,-0.39646,-1.05913
-1.70583,1.63388,0.26724,-1.63514,1,0.60842,-0.64479,-0.36977,-1.67022,1.2296,-1.06197,-0.54544
-0.90786,-1.12806,-1.2679,0.26323,-1.23165,0.15397,-0.82528,0.54408,-1.00527,-0.8547,0.47557,-0.89155
0.16547,-0.14011,-0.60234,0.69557,0.93272,-0.49454,0.20887,-1.03005,0.5366,1.99354,0.30078,0.25915
1.01454,1.0799,-0.74116,-1.85803,1.02001,-0.24586,0.19446,-0.16052,-2.18263,-0.76506,0.48717,0.66071
0.04276,-0.11055,-0.04973,-1.52832,-1.37792,-0.51148,-0.17016,0.57946,-0.58218,2.27748,0.02465,1.34506
-0.49174,-1.79401,-0.16407,0.18075,-0.80846,0.47993,0.6902,-0.27639,1.96943,0.2581,0.65568,-0.06557
1.82488,1.72357,1.88634,-0.00519,1.29088,-0.61451,0.25137,-2.04873,-2.88812,-0.67479,-0.55016,-1.5834
0.71871,-0.43709,1.205,0.42217,0.45557,-0.54994,2.5157,1.47054,-2.29929,-0.69462,-0.16665,-1.669
-1.35956,-2.95619,-2.45023,-1.6613,-3.03197,-0.62299,0.62965,-0.12097,0.12095,-0.64835,-0.79601,-3.17502
-0.74955,1.32586,-0.02884,1.63264,0.70662,-0.7203,-0.31608,0.10592,2.27887,2.14082,1.296,-0.69337
-1.08588,-0.09528,-2.12986,-1.74661,-1.49832,1.60196,-1.55621,-0.6216,0.31464,-0.22275,0.2349,1.70116
-0.47599,0.65693,-1.77269,-2.99568,-1.86044,-1.57844,-1.41804,-1.40843,2.49366,0.83017,0.68644,0.06645
2.28923,0.37939,0.45182,3.02997,0.32285,1.20913,-0.09654,0.88128,-0.55163,0.56846,0.083,0.37029
-1.43786,-0.79605,-2.58614,-1.28214,-0.95536,-0.92174,-1.59491,-1.02931,0.66386,-1.29746,-2.05258,-0.74988
0.68363,-1.01974,1.34445,-0.61305,-0.6161,0.42953,0.10872,-2.83596,-2.52841,-0.47683,0.19792,-0.63423
0.82282,0.8889,1.05036,0.01149,1.42237,-0.09856,0.38595,-1.0655,0.20673,0.82724,-0.23304,-0.7774
0.88174,0.96536,0.62657,0.26741,-0.48953,-0.67922,-3.60379,-2.23448,0.15968,0.85189,0.61488,0.61057
2.72098,1.06209,2.22574,2.63945,2.1556,1.27193,3.84729,-0.75056,-1.65652,-1.32601,0.92523,-1.78314
-1.6573,-0.087,-0.36069,-3.26019,-1.01957,-2.02866,-0.80846,-2.36222,-1.72108,0.32743,-2.38546,0.20699
0.54219,0.03307,0.87638,-0.11897,-0.989,-0.99167,0.26629,-1.87822,0.39427,-0.06026,0.05047,1.90995
-0.99782,-1.95911,-2.12825,-2.16152,-0.45445,-0.66016,-1.24643,-0.65461,0.3439,-3.29326,-0.41011,-1.60785
0.58517,2.09208,2.328,1.71297,0.61402,1.02304,1.33032,0.7647,-0.68398,-0.51834,1.05676,-0.53119
2.86769,1.12067,1.77297,1.31021,3.02962,0.18899,2.32783,0.77549,-0.22596,-0.4379,-1.53169,-0.29524
-1.48644,-1.62939,-0.15448,-1.78276,2.11608,-0.97507,-0.06828,-0.46547,-0.92198,-0.11545,-0.93179,-0.24584
-0.79682,-1.0827,-1.34389,1.09776,2.58965,0.74286,2.53787,0.78106,0.62966,1.81864,0.16836,-0.58812
-3.10295,-2.16386,-3.91233,-2.41104,1.33624,-1.25194,-2.25073,-0.76178,0.31926,0.49133,0.83854,-0.44395
-0.90202,0.18271,-1.43662,-0.12067,-2.00825,-1.11718,-2.81494,-1.82536,-1.41129,-0.579,-0.35424,0.64157
1.35273,-1.09531,1.18622,0.15361,1.65611,0.43265,2.58711,-0.38518,-3.37867,0.20987,-1.25103,-1.78531
4.48018,3.98014,3.67356,4.99753,1.63564,0.38101,1.93048,1.87494,1.22358,2.6564,0.4535,1.6726
0.91805,0.8155,-1.31916,0.35885,2e-05,0.48733,-0.71513,0.08389,0.47976,0.19247,-0.6226,0.21722
-0.86717,-2.03533,-2.41346,-1.35951,-0.69823,-0.90003,0.011,0.99663,1.89424,5e-05,0.00146,-1.52599
1.36196,1.7612,0.428,1.09641,2.85372,0.74228,1.37067,1.74557,3.55504,2.98501,1.9573,0.42732
-0.09819,-0.57158,-1.63963,-1.1677,-1.13861,2.11172,-0.78691,2.09081,0.53289,-0.24835,1.25797,0.71081
-1.123,-0.90955,-1.93093,-1.30429,0.44592,-1.7126,-0.96228,0.37694,-0.68347,1.14501,-1.10222,-0.97604
0.89272,0.63248,-0.75978,2.59954,-1.56628,-1.11445,-1.92724,-2.14289,2.00639,1.84265,0.69619,0.84607
-1.2129,0.82828,0.1756,-1.82339,1.97004,0.68469,2.62394,2.64025,0.6842,-0.3949,1.8601,0.63567
-4.24025,-1.28115,-3.64799,-4.10588,0.43069,0.08621,0.87558,0.94908,-0.5305,-1.22203,-2.30777,-1.40378
-0.36407,-0.25204,-1.08142,-0.77169,-0.90222,-1.79484,-0.77536,-1.82778,-1.77496,0.16496,0.0763,-0.32444
-1.90763,-3.92009,-1.23919,-1.50793,-0.90932,0.42578,-1.77891,-1.65858,-1.20549,-1.17722,0.54634,-1.03733
0.3675,0.57326,1.11917,2.20406,-0.07441,2.68118,2.14223,2.45068,1.29301,1.21016,2.59643,1.83067
-0.5212,-0.88572,-1.28079,-1.10242,0.71884,1.58108,0.7115,1.53233,0.511,-0.96168,-0.83328,2.06576
-1.04894,0.19575,2.54271,0.55732,0.38359,0.88696,-0.50351,0.60828,1.89198,1.63596,1.17583,0.084
-1.54495,-0.74654,-1.97473,-1.62386,-1.00262,-1.25659,-1.79404,-2.08288,-0.44978,0.89707,-0.88422,-1.83644
