    2.203250     1.858861     1.738477     2.244863     1.142800    -0.796987    -0.149501      1
    1.934917     2.127876     0.083120     2.509436     1.949033    -0.122764    -0.149501      1
    0.321955     0.977231    -0.835405     0.558367    -0.716481    -0.767064    -0.149501      1
    0.073154    -1.743092    -2.310271    -1.514332    -2.649131     0.637570    -0.149501      1
   -1.214906     0.452618     0.372610    -1.790372    -0.262916     0.302564    -0.149501      1
    0.298330    -1.820272     0.561335    -2.090582    -0.944963     1.363045     0.319335      2
   -1.923624    -2.026657    -1.456461     1.781056    -0.552473     0.734078     0.319335      2
   -1.484594    -1.612244    -0.665386    -0.624045     0.048687    -1.121979     0.319335      2
   -1.583049    -1.004344    -0.808687    -2.112795     0.591512     0.197517     0.319335      2
   -1.316289     0.466029    -0.874286     0.597467    -0.129786     0.482652     0.319335      2
   -0.758687     1.370998    -1.217977     0.387396    -0.260432     1.294244    -0.028971      3
   -3.835020    -4.685436    -4.972624    -3.287373    -1.384430    -1.266940    -0.028971      3
   -2.596691    -2.150172    -1.660384    -2.755358    -1.137723     0.151400    -0.028971      3
   -2.696426    -3.563115    -2.117437    -2.335781    -0.149072    -1.169320    -0.028971      3
    0.496067    -0.408194     0.048662    -0.495208     0.690247     0.364170    -0.028971      3
    2.629932     1.742731     2.940067     4.241665     0.368915     1.325394     0.506897      4
   -1.733440     0.740408    -1.896096     0.550289     0.061369     0.524090     0.506897      4
    0.689926    -1.010621     0.140586     1.878217    -1.134086     0.787194     0.506897      4
    0.742891     1.197658     0.078140     0.931110    -0.156478     0.803493     0.506897      4
   -0.469888    -3.098195    -1.104268    -1.808519    -0.399069    -1.154482     0.506897      4
   -0.137189     1.728607     0.438636     0.029594    -0.138515     1.030071    -0.183681      5
   -0.243330    -2.103557    -1.212715     0.402798    -0.256658    -0.869680    -0.183681      5
    1.608895     3.636069     2.250143     3.492221    -0.155059     2.370758    -0.183681      5
   -1.346467    -0.569146    -2.651803    -1.407540    -1.667465    -1.720071    -0.183681      5
