    1.220794     0.340346    -2.558013    -1.368350      1
   -0.605589    -0.796987    -2.558013    -1.368350      1
   -0.289682     0.013798    -2.558013    -1.368350      1
   -1.605372     0.429240    -2.558013    -1.368350      1
    0.786728     0.812824    -2.558013    -1.368350      1
    2.391486    -2.649131     0.970545     0.042646      2
    2.175327    -0.646735     0.970545     0.042646      2
    3.916336     0.302564     0.970545     0.042646      2
    3.836165     0.470696     0.970545     0.042646      2
    2.283797     0.381679     0.970545     0.042646      2
    0.863639     0.695227    -0.944963     0.209041      3
    0.489721    -0.552473    -0.944963     0.209041      3
    1.420433    -0.617893    -0.944963     0.209041      3
    0.668366    -1.121979    -0.944963     0.209041      3
    2.480967     0.597711    -0.944963     0.209041      3
   -1.151260    -1.181484    -1.309484    -0.794603      4
    1.000648    -0.711631    -1.309484    -0.794603      4
   -0.453879    -0.049031    -1.309484    -0.794603      4
    0.758917     0.644355    -1.309484    -0.794603      4
    3.022541     1.294244    -1.309484    -0.794603      4
   -0.341262    -0.247727     0.527907    -0.428262      5
    1.871049     0.660490     0.527907    -0.428262      5
   -0.208462    -0.648600     0.527907    -0.428262      5
   -0.123234    -0.149072     0.527907    -0.428262      5
    0.681761    -1.264422     0.527907    -0.428262      5
    2.553205    -0.066084     2.702314     1.436415      6
    5.401404     0.605858     2.702314     1.436415      6
    4.541864    -0.554117     2.702314     1.436415      6
    6.682309     0.728984     2.702314     1.436415      6
    2.520174     0.061369     2.702314     1.436415      6
   -0.399320     0.787194    -1.619731    -0.338012      7
    1.046537     0.257123    -1.619731    -0.338012      7
   -0.068966     0.820156    -1.619731    -0.338012      7
   -0.077347     0.204375    -1.619731    -0.338012      7
   -0.458834    -0.043105    -1.619731    -0.338012      7
    1.719277    -0.139161     0.354896     0.067678      8
    4.190796     1.030071     0.354896     0.067678      8
    1.030978    -0.082006     0.354896     0.067678      8
    1.164415    -0.974442     0.354896     0.067678      8
    3.715874     1.395183     0.354896     0.067678      8
    4.904222    -1.667465     2.033768     1.138575      9
    5.925725     1.259220     2.033768     1.138575      9
    4.952240    -0.984970     2.033768     1.138575      9
    5.521369     0.710237     2.033768     1.138575      9
    3.532716    -0.993097     2.033768     1.138575      9
   -1.630143    -0.547643    -0.450450    -0.267992     10
    2.182255     1.418183    -0.450450    -0.267992     10
   -1.456303    -1.470665    -0.450450    -0.267992     10
   -1.639034    -0.524392    -0.450450    -0.267992     10
    2.425831     0.536029    -0.450450    -0.267992     10
    5.803839     1.392646     1.635661     0.947579     11
    2.951304     0.243171     1.635661     0.947579     11
    3.283747    -0.339515     1.635661     0.947579     11
    2.995317    -0.985244     1.635661     0.947579     11
    1.618021    -2.317950     1.635661     0.947579     11
   -0.403183    -0.593720    -0.229604    -1.200869     12
    1.663949     0.642235    -0.229604    -1.200869     12
    1.217549     0.223186    -0.229604    -1.200869     12
   -0.421549     0.948813    -0.229604    -1.200869     12
    1.330829     1.594388    -0.229604    -1.200869     12
    2.487541     0.865529     0.600215     0.135954     13
    0.048968    -0.867335     0.600215     0.135954     13
    4.061213     0.490196     0.600215     0.135954     13
    2.997874     0.714640     0.600215     0.135954     13
    4.259708     1.401067     0.600215     0.135954     13
    1.379693    -0.790829    -1.443402     0.044262     14
    1.325145    -0.285656    -1.443402     0.044262     14
    5.004661     2.464619    -1.443402     0.044262     14
    1.221611     0.937999    -1.443402     0.044262     14
    1.251925     0.090230    -1.443402     0.044262     14
    2.270172    -1.090940     1.374570     0.341040     15
    0.634318    -1.088991     1.374570     0.341040     15
    0.983157    -0.950887     1.374570     0.341040     15
    2.487766    -1.408852     1.374570     0.341040     15
    1.677126     0.067147     1.374570     0.341040     15
   -1.305655    -2.015613    -1.669402    -1.091773     16
    0.050076     0.008232    -1.669402    -1.091773     16
    0.841046     0.424874    -1.669402    -1.091773     16
    0.214189    -0.211407    -1.669402    -1.091773     16
   -0.041848     1.024469    -1.669402    -1.091773     16
    6.785301     0.011773     2.070695     1.244209     17
    3.850445    -1.209173     2.070695     1.244209     17
    4.702402     0.047194     2.070695     1.244209     17
    5.830458    -0.242509     2.070695     1.244209     17
    5.137308    -0.014217     2.070695     1.244209     17
    1.993422     0.138013    -0.417772    -0.947692     18
    1.192354    -0.075882    -0.417772    -0.947692     18
    2.203556     0.016629    -0.417772    -0.947692     18
    0.064921    -1.522187    -0.417772    -0.947692     18
   -0.939733    -0.541962    -0.417772    -0.947692     18
    3.182946    -0.252249     0.724941     0.795454     19
    4.932653     0.975062     0.724941     0.795454     19
    6.027878     1.537741     0.724941     0.795454     19
    3.125351    -0.430995     0.724941     0.795454     19
    5.730224    -0.714410     0.724941     0.795454     19
    0.559500    -1.421475     1.569763     0.556760     20
    2.690061     0.727914     1.569763     0.556760     20
    4.902244    -1.486864     1.569763     0.556760     20
    4.050249    -0.298398     1.569763     0.556760     20
    3.485592     0.715743     1.569763     0.556760     20
    2.876323    -0.538602    -0.534008     0.644311     21
    2.575687    -0.387472    -0.534008     0.644311     21
    3.277249     0.240982    -0.534008     0.644311     21
    4.739958     0.832066    -0.534008     0.644311     21
    3.811230    -1.216297    -0.534008     0.644311     21
    2.926681    -0.787318    -0.517768    -0.296685     22
    3.083220    -0.649612    -0.517768    -0.296685     22
    4.156594     1.602478    -0.517768    -0.296685     22
    3.464255     0.945151    -0.517768    -0.296685     22
    1.868341     1.165699    -0.517768    -0.296685     22
    1.748399     0.074150    -0.418941    -0.958399     23
    1.672564     0.659106    -0.418941    -0.958399     23
    3.362766     0.612422    -0.418941    -0.958399     23
    0.439613    -0.754940    -0.418941    -0.958399     23
    1.776356     3.087766    -0.418941    -0.958399     23
    3.183527    -1.704671     0.445761     0.850354     24
    3.777944     2.271013     0.445761     0.850354     24
    2.530183    -1.249445     0.445761     0.850354     24
    3.003318    -0.344770     0.445761     0.850354     24
    3.799267     0.758441     0.445761     0.850354     24
    4.130082    -0.316631    -0.102672     1.401276     25
    3.120801    -0.480098    -0.102672     1.401276     25
    4.505525     0.134860    -0.102672     1.401276     25
    0.049875    -2.389389    -0.102672     1.401276     25
    5.344865     0.452900    -0.102672     1.401276     25
   -0.173312    -0.135768    -0.628825    -0.639904     26
    3.046213     0.542162    -0.628825    -0.639904     26
    0.274927    -0.079138    -0.628825    -0.639904     26
    1.892155     0.164521    -0.628825    -0.639904     26
    1.328316     0.690146    -0.628825    -0.639904     26
    1.196430     0.032942    -0.978753    -0.056668     27
    1.281548     0.747531    -0.978753    -0.056668     27
   -1.478105    -0.407708    -0.978753    -0.056668     27
    1.035711    -0.114464    -0.978753    -0.056668     27
    0.211373     0.371495    -0.978753    -0.056668     27
   -0.460110    -0.383276    -1.404503    -0.964287     28
    1.169982     0.027145    -1.404503    -0.964287     28
    1.756769     1.045532    -1.404503    -0.964287     28
    0.588066    -0.333722    -1.404503    -0.964287     28
    0.794377     0.489054    -1.404503    -0.964287     28
    4.063340    -0.100384     0.667787    -0.197338     29
    3.355928    -0.467821     0.667787    -0.197338     29
    2.767528     0.063478     0.667787    -0.197338     29
    3.947599     0.884558     0.667787    -0.197338     29
    2.266977    -1.086732     0.667787    -0.197338     29
    2.988651     0.600807     0.860884     0.397737     30
    1.688663     0.040574     0.860884     0.397737     30
