"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
2.76499661689935,2.52578376508022,2.41636720636262,2.49423443549292,2.6953272273324,2.7777211450663,2.44984626392298,2.74286525295602,2.77295105184942,2.37308445342019,2.54245103128709,2.45293931049409,1.98705644335813,2.16797693894112,1.80867761404081,2.2941047485746,2.15722459876352,2.47025525766964,2.44741848385667,2.22698535235865,2.1415422593649,2.09947540348741,2.03851154212336,2.2090102005956
1.95960817745387,2.30705635087746,1.95928457290836,1.84712771659011,2.08587618177428,2.13956091956761,2.24849460355791,2.46974324192694,2.24974377492496,2.32507049756796,"NA",1.83975964197888,2.69892198939317,2.91580853554154,2.52121899061604,"NA","NA","NA",2.45601777030545,2.70914179350789,"NA","NA","NA","NA"
3.34410176010312,2.53719267452601,3.14557755663329,3.29771789427437,3.09770554751926,3.2459819017916,3.48073978624552,2.66203129550925,2.98270699751211,3.25007587531974,3.06224344199146,"NA","NA","NA","NA",3.3301157490529,2.61920738362469,2.77856119258555,3.13614470080358,2.8897159985616,2.96817151485297,3.19994712444973,2.63990321979452,2.77346657088137
"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1.57004870241127,1.4580234967034,2.12577527606511,2.03060851883849,2.03254662059195,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
"NA","NA","NA",2.12382837548332,1.86504141944911,1.82579869601116,1.89489148456954,1.69943376350217,1.74330259756691,1.55621519620737,1.44277721217118,1.43494330404868,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
1.88536488425881,1.76382019919253,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2.73685429168127,2.13024656180875,2.39876334129001,2.80674675070579,2.4538744553643,2.48662279530423,"NA","NA","NA",2.33625014895572,1.96438321124464,2.16022455557286,"NA","NA","NA","NA","NA","NA",2.42739702062813,2.23601734289844,2.03716188199207,1.94540486458902,2.07948954376022,1.62144761907089
2.16155900470369,2.70235239914655,2.63083610768104,2.54848072833247,2.4173700812436,2.73947319147527,"NA","NA","NA",1.94319586109598,2.52839607505586,2.67318766968633,1.72647450228848,1.73656158312141,1.85852816957318,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
2.12317188463294,"NA",2.12087311436713,2.20917728368434,1.65919873536535,1.90490541224805,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
2.85466913252102,2.69327645685751,3.19048501058418,2.37977743727867,2.61253784324944,2.93429657181699,2.71303825524926,2.67612040334051,2.86040698509845,2.68656742435681,2.72782103689193,3.03079224102044,2.61441136323969,2.50747595285075,2.77047783864568,2.65369879268087,2.51902089959007,2.82986515474831,"NA","NA","NA","NA","NA","NA"
1.77610987043046,1.95495492140964,2.29325736783251,1.78518295177899,1.83655701164683,1.72474880812093,1.50671541559698,1.91407020045226,2.27454975622935,1.64818302720248,1.76066807672205,2.14712464376139,1.81868760453882,1.58774235706281,2.13177361511526,1.43768885307716,1.73472149365588,1.56183591464758,1.45383337827574,1.27877275111694,1.4156880329637,1.67219706962817,1.08655615963471,1.51701627682589
2.55924537690189,2.48176636539791,3.12505797163857,"NA","NA","NA",2.72050735265441,"NA",3.09627872404475,2.49947448076473,2.37814142329867,"NA","NA",3.12819386000964,3.27365887087847,"NA","NA","NA","NA","NA","NA",2.76123600965827,"NA","NA"
2.0766024200624,"NA","NA",2.42873058697424,2.0075966188261,2.49397161978225,2.44661014667391,1.72705088366146,1.95617896617928,2.19157511614978,1.86368682755943,2.02754534820033,2.0722559086871,2.19045660248606,1.84995103086262,2.22681868133973,1.86968530167841,2.09214205051128,2.65025814978837,2.12644582377032,2.47549309458023,2.30837046059959,1.67679329717226,1.91026554561953
1.76909980881509,2.23295049633846,1.6217842618275,2.20540282004252,2.03888067772879,2.07519218428007,2.07432941556189,2.12108459024341,1.93034210354096,"NA",1.84677793835402,2.21577005390187,1.99896655584933,1.68566443490492,1.67575723395101,"NA","NA","NA","NA","NA","NA","NA","NA","NA"
