    0.081987    -0.287225    -2.033206    -2.032697     1.418202     0.513686  1     1
   -0.928530    -2.196663     3.377093     0.525700     1.540415     0.420246  1     1
   -0.884323    -7.290047    -0.425843    -1.776992    -2.493705    -0.259916  1     1
    0.901712    -0.411791    -2.056783     1.971860    -5.170934     0.994531  1     1
   -2.199115    -0.326509    -2.277330    -1.955370    -0.591493    -1.027715  1     1
    0.000974     3.046932     0.469873    -0.927001    -0.266280    -3.880203  1     2
   -1.448368    -0.911395     1.312358     1.142734     2.387918    -3.926418  1     2
    3.147328    -0.645014    -1.755353     2.741823    -2.086268    -3.617073  1     2
   -1.142959     1.521962     5.538193     1.622498    -1.121321     0.556329  1     2
   -0.583556     0.807887     0.247042     2.157489     2.560799    -0.195543  1     2
    0.988131    -3.033044    -2.415225     2.031913    -1.991634     1.838311  1     3
   -0.314220    -2.782002    -1.164223    -2.726351    -0.989927     0.417346  1     3
    0.718853    -1.873886     2.292519     1.738396    -1.598644     3.311451  1     3
   -3.070370    -1.316370    -4.505105    -3.938562    -3.709361    -4.262984  1     3
   -3.113187    -5.079270    -0.883954    -3.648518    -2.726275    -1.132361  1     3
   -1.966250    -2.872406    -3.580943    -0.786883    -0.811997    -0.588246  1     4
    0.097663     6.253131     2.425035    -1.458226    -0.139508    -2.378308  1     4
    1.089721    -3.645231     1.171916     0.256497     0.564033     0.185990  1     4
   -2.151674     0.114599     2.910457     0.795867     1.790017    -1.336929  1     4
    1.202277     4.550949     2.031585     1.239666    -2.026269    -5.172100  1     4
    2.651947    -3.387908     1.446050     2.927707     1.463355     2.421426  1     5
    3.166091    -0.928854     2.372606    -2.645896     0.897037    -1.445417  1     5
   -1.670764    -3.075777    -0.227925    -7.043145    -1.132154    -3.612025  1     5
   -2.968997    -2.040373    -0.688154    -2.878942    -0.678646    -2.869246  1     5
   -0.374402    -2.314992     2.686056    -4.323697    -0.664739     1.675462  1     5
   -3.023951    -1.655949     1.662797    -1.710075     3.570478     2.454971  1     6
    1.499177     4.703083     1.807831     2.870199    -3.491988    -2.902829  1     6
    0.851943     2.282492     3.312358    -2.560573    -0.482997     0.061676  1     6
   -2.513110    -3.022285    -3.287782    -0.451742    -0.245688    -1.444570  1     6
    1.762779    -0.106958    -2.093629     3.404222    -0.731709    -0.558177  1     6
    1.342797    -4.124517     2.380094    -4.169090    -3.675145    -1.595546  1     7
   -3.155143    -1.428545    -0.038670    -4.223696    -3.403053    -0.927233  1     7
   -2.832592    -5.577117    -0.999459    -1.551155    -6.794678    -0.190082  1     7
    3.813659     4.528483     2.570160    -0.929173     3.038243    -1.533255  1     7
   -4.391300     0.571495    -0.506834    -3.141680    -2.586490    -4.576033  1     7
    3.679540     2.609852    -2.843438     0.218789     0.866143     1.422491  1     8
   -2.763005    -0.255928    -4.844464    -0.669044    -3.226926    -2.437326  1     8
   -1.085564    -0.823362     1.726159     4.791765     0.873164     3.873350  1     8
    0.130872    -0.338813     0.464984     0.582936     1.231469    -0.588275  1     8
   -2.154064    -3.893688     2.820530    -0.822872    -2.492844    -0.676960  1     8
    0.554734    -0.641632    -2.328202     1.901913     2.191672    -3.098708  1     9
    0.410830     1.804060    -0.484176     3.133125     3.670613     2.980377  1     9
   -2.599053    -0.252984     2.052814    -2.588642     1.322109     1.322851  1     9
   -3.195277    -3.705419     1.333258     1.432793    -0.779335     2.175661  1     9
    2.751480     1.820790     0.137263     1.426926     3.116683     0.616086  1     9
    3.055530    -2.549032    -0.634769    -1.835561    -3.700099    -2.847059  1    10
    2.019598     3.429019    -1.149454     0.181176    -1.061554     1.229282  1    10
    3.169743     1.987460    -2.108911     0.247373     2.019422    -1.671529  1    10
    0.689341     1.014298    -1.890009    -0.425527    -2.281737    -3.502908  1    10
    2.787638     2.913243     0.612212     1.517246     2.088201    -0.797835  1    10
   -0.172369    -0.579355    -0.744354    -0.094218    -1.887651    -0.683976  1    11
    1.243135    -4.682536    -4.768410     0.583851    -3.180214     0.249128  1    11
   -1.463312    -0.624718     1.193945    -4.097508    -2.383263    -3.579248  1    11
    0.020553     2.861258     1.079681     2.390639    -1.278777    -0.383072  1    11
    2.982328     2.918775    -1.803346    -0.401526    -4.928561    -2.919760  1    11
   -1.016998     2.433683     0.446109    -1.681571    -0.875456     0.223665  1    12
    3.279916     0.813544    -2.156948    -0.987513    -0.120436    -0.637253  1    12
   -0.455382     3.397545     0.689591     2.467435    -0.679900     2.559420  1    12
    0.098534    -0.144874    -2.712254     2.877436    -3.080496     0.502973  1    12
   -0.315965     1.865886    -0.700657    -7.112476    -0.763053    -3.764279  1    12
   -1.624274    -0.590519     2.594788     0.198521     2.547225     1.632599  1    13
    3.997937     2.451574     5.429270     4.868197     1.015946    -0.847346  1    13
   -1.582643    -0.400054    -1.124963     2.391620    -1.315345     5.639719  1    13
    1.120324     4.835743     1.437010     3.490746    -1.966777     2.724797  1    13
    1.429888    -3.840801     1.993119    -1.445162     0.011786    -4.158845  1    13
   -4.695970    -2.070480     2.387893     2.322035     0.227370    -2.658333  1    14
   -2.353242    -3.484603     5.095120     5.069730    -0.107466    -1.794997  1    14
   -3.569607    -2.326449     0.138628    -1.061345     0.207092    -2.100090  1    14
   -1.230746    -3.636906    -0.202331     1.974055     1.789091     2.387875  1    14
   -3.657509    -0.425935    -1.261529     0.237776     4.556082     3.338675  1    14
