    0.125825     0.487932     3.242255     4.111577     1.497752     1.840277    -0.642262      1     1
   -0.740536    -2.822552    -4.346934    -3.906141    -0.760867     1.840277    -0.642262      1     1
   -3.602680    -3.762874    -5.428977    -3.284779    -2.170514     1.840277    -0.642262      1     1
   -1.686535    -0.303440    -0.103567     4.341718    -0.035300     1.840277    -0.642262      1     1
   -3.136666    -3.636233    -5.715289    -6.178040    -1.966773     1.840277    -0.642262      1     1
    0.303142     0.808226    -1.273865    -3.003841    -0.889636     1.670470    -0.642262      2     1
   -0.459110     4.274062     3.769926     0.597580     0.198726     1.670470    -0.642262      2     1
   -0.950732    -1.075691    -1.668522    -1.571679    -0.054515     1.670470    -0.642262      2     1
    0.911373    -0.245804    -3.708213    -4.795643    -0.769831     1.670470    -0.642262      2     1
    3.928163     0.249318    -2.902773    -3.074136    -0.800556     1.670470    -0.642262      2     1
   -0.206987     1.742888    -1.114145     1.093487     2.001039    -0.618540    -0.642262      3     1
    0.293087    -0.396246    -2.934220    -4.266723     1.178340    -0.618540    -0.642262      3     1
   -3.379662    -2.429528    -5.427013    -5.942116    -0.982294    -0.618540    -0.642262      3     1
    2.177012     0.732348     0.542095     1.102501     2.380923    -0.618540    -0.642262      3     1
   -4.836670    -6.075988    -7.156457    -7.498701    -1.016032    -0.618540    -0.642262      3     1
   -1.722944    -1.378600    -4.313761    -7.053806    -1.640384    -0.589007    -0.642262      4     1
   -0.154461    -1.315310    -1.521855    -4.470036    -0.050454    -0.589007    -0.642262      4     1
    3.727157     2.211155     0.929863     0.652284     2.034624    -0.589007    -0.642262      4     1
   -0.668502    -2.581287    -1.371390    -3.188443     0.938296    -0.589007    -0.642262      4     1
    1.787536     0.066126     0.742017    -4.739029     0.430776    -0.589007    -0.642262      4     1
    0.849101     0.116676    -0.951790    -1.815977     0.304618     0.506850    -0.642262      5     1
    2.591136    -0.810371     0.705734    -0.229529     0.634435     0.506850    -0.642262      5     1
    2.150508    -5.139095    -4.772550    -8.485681    -1.980075     0.506850    -0.642262      5     1
   -2.949509    -8.303501    -4.144415    -7.493049    -2.307244     0.506850    -0.642262      5     1
    0.150328    -1.195847     1.024704     1.401395     0.516498     0.506850    -0.642262      5     1
    0.268600    -2.570877    -4.755143    -6.677755    -0.659480    -0.682550    -0.642262      6     1
   -1.913491    -0.310424    -2.420926    -4.163056    -0.245181    -0.682550    -0.642262      6     1
   -1.480739    -0.763983    -2.299541    -2.773449    -0.086045    -0.682550    -0.642262      6     1
   -0.311520    -1.387703    -1.932249    -3.138978    -0.305768    -0.682550    -0.642262      6     1
   -0.239354     1.151388    -0.702118     0.255647     0.268108    -0.682550    -0.642262      6     1
    0.597513     4.197372     5.093842     6.127670     3.057470     0.803575    -0.642262      7     1
   -2.075311     0.437219    -2.951607    -3.571488     0.397810     0.803575    -0.642262      7     1
   -1.989502    -2.577366    -2.129691    -5.303090    -0.205993     0.803575    -0.642262      7     1
   -4.237160    -2.715746    -5.720838    -7.256043    -1.020915     0.803575    -0.642262      7     1
   -5.167619    -5.259012    -7.421229    -8.086874    -2.480959     0.803575    -0.642262      7     1
    2.116193     1.260403     3.704150     4.370060     1.300946    -0.328294    -0.642262      8     1
   -0.684297    -0.336138    -3.534606     0.099685    -0.467853    -0.328294    -0.642262      8     1
